"","tailnum","year_plane","type","manufacturer","model","engines","seats","speed","engine"
"1250","N54241",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1251","N542US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1252","N542UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1253","N543UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1254","N543US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1255","N543UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1256","N544UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1257","N544UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1258","N545UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1259","N545UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1260","N546AS",2005,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1261","N546UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1262","N546UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1263","N54711",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"1264","N547JB",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1265","N547UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1266","N547US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1267","N547UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1268","N548AS",2005,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1269","N548UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1270","N548US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1271","N548UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1272","N549AS",2005,"Fixed wing multi engine","BOEING","737-8FH",2,149,NA,"Turbo-jet"
"1273","N549UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1274","N549US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1275","N549UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1276","N550NW",2001,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1277","N550UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1278","N550UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1279","N550WN",2001,"Fixed wing multi engine","BOEING","737-76Q",2,149,NA,"Turbo-fan"
"1280","N551AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1281","N551NW",2001,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1282","N551UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1283","N551UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1284","N551WN",2001,"Fixed wing multi engine","BOEING","737-76Q",2,149,NA,"Turbo-fan"
"1285","N552AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1286","N552AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1287","N552JB",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1288","N552NW",2001,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1289","N552UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1290","N552UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1291","N552WN",2002,"Fixed wing multi engine","BOEING","737-7BX",2,149,NA,"Turbo-fan"
"1292","N553AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1293","N553AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1294","N553NW",2001,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1295","N553UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1296","N553UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1297","N553WN",2002,"Fixed wing multi engine","BOEING","737-7BX",2,149,NA,"Turbo-fan"
"1298","N554AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1299","N554JB",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1300","N554NW",2001,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1301","N554UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1302","N554UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1303","N554WN",2002,"Fixed wing multi engine","BOEING","737-7BX",2,149,NA,"Turbo-fan"
"1304","N555AY",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1305","N555LV",2011,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1306","N555NW",2002,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1307","N555UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1308","N556AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1309","N556AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1310","N556JB",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1311","N556NW",2002,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1312","N556UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1313","N556UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1314","N556WN",2011,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1315","N557AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1316","N557NW",2002,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"1317","N557UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1318","N557UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1319","N558AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1320","N558AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1321","N558JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1322","N558UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1323","N558UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1324","N559AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1325","N559AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1326","N559JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1327","N559UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1328","N559UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1329","N560AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1330","N560AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1331","N560UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1332","N560UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1333","N561AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1334","N561JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1335","N561UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1336","N561UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1337","N562AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1338","N562JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1339","N562UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1340","N562UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1341","N563AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1342","N563JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1343","N563UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1344","N563UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1345","N564AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1346","N564AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1347","N564JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1348","N564UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1349","N564UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1350","N565AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1351","N565AS",2006,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1352","N565JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1353","N565UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1354","N565UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1355","N566AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1356","N566AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1357","N566JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1358","N566UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1359","N566UW",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1360","N567UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1361","N567UW",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1362","N56859",2004,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"1363","N568AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1364","N568AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1365","N568JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1366","N568UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1367","N568UW",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1368","N569AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1369","N569AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1370","N569JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1371","N569UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1372","N569UW",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1373","N57016",2000,"Fixed wing multi engine","BOEING","777-224",2,400,NA,"Turbo-fan"
"1374","N570AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1375","N570AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1376","N570JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1377","N570UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1378","N570UW",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1379","N57111",1994,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"1380","N571AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1381","N571JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1382","N571UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1383","N571UW",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"1384","N573AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1385","N573UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1386","N57439",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1387","N574AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1388","N574UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1389","N575UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1390","N576AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1391","N576UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1392","N577AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1393","N577UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1394","N57852",2001,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"1395","N57855",2004,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"1396","N57857",2004,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"1397","N57862",2001,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1398","N57863",2001,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1399","N57864",2001,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1400","N57868",2002,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1401","N57869",2002,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1402","N57870",2003,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1403","N578AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1404","N578UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1405","N579AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1406","N579JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1407","N579UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1408","N580JB",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1409","N580UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1410","N58101",1994,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"1411","N581AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1412","N581AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1413","N582AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1414","N583AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1415","N583AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1416","N583JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1417","N584AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1418","N584AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1419","N584JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1420","N585AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1421","N585AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1422","N585JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1423","N585UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1424","N586AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1425","N586AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1426","N586JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1427","N587AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1428","N587AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1429","N587JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1430","N587NW",2002,"Fixed wing multi engine","BOEING","757-351",2,275,NA,"Turbo-jet"
"1431","N587UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1432","N588JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1433","N588UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1434","N589AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1435","N589AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1436","N589JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1437","N589UA",1997,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1438","N59053",2000,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1439","N590AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1440","N590AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1441","N590JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1442","N590NW",2003,"Fixed wing multi engine","BOEING","757-351",2,275,NA,"Turbo-jet"
"1443","N590UA",1997,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1444","N591AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1445","N591JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1446","N592AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1447","N592AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1448","N592JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1449","N593AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1450","N593AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1451","N593JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1452","N594AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1453","N594AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1454","N594JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1455","N594NW",2003,"Fixed wing multi engine","BOEING","757-351",2,275,NA,"Turbo-jet"
"1456","N594UA",1996,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1457","N595AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1458","N595JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1459","N595NW",2003,"Fixed wing multi engine","BOEING","757-351",2,275,NA,"Turbo-jet"
"1460","N595UA",1998,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1461","N596AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1462","N596AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1463","N596UA",1998,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1464","N597AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1465","N597AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1466","N597JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1467","N597UA",1998,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1468","N598AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1469","N598JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1470","N598UA",1999,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1471","N599AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1472","N599JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1473","N600TR",1979,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,432,"Turbo-jet"
"1474","N600WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1475","N601AW",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1476","N601WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1477","N602DL",1984,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1478","N602SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1479","N603AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"1480","N603DL",1984,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1481","N603JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1482","N603SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1483","N604DL",1984,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1484","N604SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1485","N605JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1486","N605SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1487","N606JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1488","N606SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1489","N607AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"1490","N607JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1491","N607SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1492","N608AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"1493","N608DA",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1494","N608JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1495","N608SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1496","N609DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1497","N609SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1498","N610DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1499","N610WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1500","N611SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1501","N612AA",1989,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1502","N612DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1503","N612JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1504","N612SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1505","N613AA",1989,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1506","N613DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1507","N613JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1508","N613SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1509","N614DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
